Employee ID ,Region,Birth Country,Birth Date,Start Date,First Name,MI,Last Name,First,Citizenship,Gender,Marital Status
892446,US,US,20-Jun-61,19-Oct-92,Gerry,U,Maner,Gerry,US,F,S
751637,US,US,16-May-66,14-Oct-83,Margarita,N,Foody,Margarita,US,F,S
896274,US,US,29-Dec-53,14-Dec-91,Gala,C,Ranaudo,Gala,US,F,S
380033,US,US,1-Aug-77,12-Jan-03,Mai,J,Sanflippo,Mai,US,F,M
972759,US,US,25-Dec-73,1-Oct-95,Sherise,O,Arana,Sherise,US,F,S
406226,US,US,10-Apr-68,11-Jul-81,Felicia,A,Ashraf,Felicia,US,F,S
334888,US,US,31-Mar-62,20-Jan-84,Maurine,P,Ramagos,Maurine,US,F,M
157821,US,US,20-Apr-74,3-Apr-05,Meggan,Z,Schubbe,Meggan,US,F,D
146596,US,US,17-Mar-65,7-Apr-89,Ona,T,Kelcourse,Ona,US,F,S
410111,US,US,8-Oct-75,23-Jan-94,Coral,Y,Nimocks,Coral,US,F,M
748960,US,US,23-Oct-54,29-Aug-81,Tayna,A,Arrojo,Tayna,US,F,D
127719,US,US,2-Jun-72,18-Apr-91,Barb,O,Brommer,Barb,US,F,S
955535,US,US,15-Nov-51,15-Feb-08,Vivienne,Q,Landruth,Vivienne,US,F,S
535381,US,US,16-Mar-50,16-Nov-80,Pedro,C,Greigo,Pedro,US,M,S
631695,US,US,12-Nov-78,5-Jul-09,Leonida,F,Devino,Leonida,US,F,D
840262,US,US,17-Mar-60,9-Jun-07,Numbers,R,Ritthaler,Numbers,US,F,S
238652,US,US,26-May-72,28-Jan-08,Soon,D,Mitchel,Soon,US,F,M
699625,US,US,21-Oct-62,25-Sep-96,Alise,Y,Okwuona,Alise,US,F,S
726369,US,US,3-May-79,9-Jun-99,Cassaundra,Z,Wessler,Cassaundra,US,F,S
947472,US,US,28-Sep-73,19-Jun-88,Saran,K,Buseck,Saran,US,F,S
398834,US,US,27-Mar-58,19-Jul-88,Alan,W,Federowicz,Alan,US,M,D
543016,US,US,1-Dec-75,18-Dec-08,Natisha,Q,Snock,Natisha,US,F,S
482712,US,US,18-Aug-61,22-Nov-96,Rebeca,I,Neto,Rebeca,US,F,S
230852,US,US,5-Feb-58,11-Jun-84,Maragaret,S,Meusa,Maragaret,US,F,D
611852,US,US,25-Apr-70,21-Apr-91,Mazie,R,Ngin,Mazie,US,F,S
401273,US,CR,17-Mar-63,24-Jan-01,Shella,L,Giorgini,Shella,US,F,D
891238,US,US,8-Nov-77,15-Aug-92,Brock,L,Spalinger,Brock,US,M,S
304064,US,SE,29-Dec-72,19-Jun-07,Julio,W,Zeminski,Julio,SE,F,S
812605,US,US,31-Mar-52,1-Feb-87,Dori,W,Hurns,Dori,US,F,S
841840,US,US,23-Jan-53,4-Sep-95,Gary,B,Mow,Gary,US,M,S
860618,US,US,18-Nov-76,10-Nov-89,Marcell,V,Lukehart,Marcell,US,F,D
172042,US,US,13-Dec-74,16-Mar-02,Rickie,B,Bloodsaw,Rickie,US,M,M
238972,US,US,23-Apr-78,5-May-01,Fiona,U,Feldkamp,Fiona,US,F,S
572116,US,US,9-Jun-78,1-May-85,Gail,C,Huesing,Gail,US,F,S
724491,US,PE,20-Sep-61,30-Nov-94,Sheldon,I,Heifner,Sheldon,US,M,D
973240,US,US,17-Sep-63,9-Oct-06,Glinda,K,Khalaf,Glinda,US,F,D
447941,US,US,24-May-65,20-Nov-80,Shaquana,W,Detty,Shaquana,US,F,S
108350,US,US,20-Sep-68,16-Jul-07,Mike,W,Haulbrook,Mike,US,F,D
505605,US,US,27-Oct-64,4-Nov-95,Heath,H,Mugrage,Heath,US,M,S
205923,US,US,12-Oct-69,19-Jun-00,Davida,H,Carte,Davida,US,F,S
837421,US,US,27-Nov-61,31-Aug-03,Tamisha,H,Damian,Tamisha,US,F,S
360278,US,US,24-Jun-66,2-Jul-93,Venetta,J,Batteiger,Venetta,US,F,S
981259,US,ER,26-Jun-79,5-Jun-90,Estell,X,Bumpers,Estell,ER,F,M
460870,US,US,22-Oct-68,28-May-04,Mozell,Q,Sprouse,Mozell,US,F,M
458674,US,US,8-Apr-58,20-Aug-06,Iluminada,D,Ellinger,Iluminada,US,F,M
808026,US,US,2-Dec-64,23-Dec-00,Sanjuanita,T,Gailey,Sanjuanita,US,F,S
648609,US,US,18-Aug-56,4-Nov-98,Rosella,D,Cookingham,Rosella,US,F,S
768726,US,US,29-Mar-67,3-Mar-02,Jan,B,Dosch,Jan,US,M,S
496634,US,US,12-Mar-65,24-Jun-84,Rosendo,C,Plumlee,Rosendo,US,M,S
363343,US,US,27-Apr-50,27-Jun-92,Burl,H,Massaquoi,Burl,US,M,S
897439,US,US,18-May-67,4-Feb-82,Hosea,L,Fasel,Hosea,US,M,M
120155,US,US,13-Mar-63,26-Nov-89,Rodrigo,P,Piche,Rodrigo,US,M,D
960157,US,US,18-Sep-64,24-Aug-07,Elmo,A,Lichtenwalter,Elmo,US,M,S
808357,US,US,21-Nov-62,8-Oct-83,Travis,Q,Pfifer,Travis,US,M,S
901436,US,NP,4-May-55,31-Aug-82,Erick,C,Kolter,Erick,US,M,S
825092,US,US,25-Sep-63,11-May-06,Eboni,Q,Schueller,Eboni,US,F,S
875398,US,US,2-Dec-63,6-May-91,Reda,R,Caruso,Reda,US,F,M
622641,US,US,23-Dec-51,2-Nov-94,Karoline,I,Idriss,Karoline,US,F,S
947142,US,US,31-May-58,7-Jun-87,Armando,A,Dolley,Armando,US,M,S
863147,US,US,26-Jul-75,2-Jan-98,Karina,M,Delman,Karina,US,F,D
794272,US,US,6-Sep-58,16-May-05,Latrina,J,Wenzinger,Latrina,US,F,M
168803,US,US,27-Sep-66,7-Mar-84,Mavis,W,Buchann,Mavis,US,F,S
253979,US,ER,15-Jul-66,24-Nov-81,Melva,M,Catania,Melva,ER,F,S
761615,US,US,20-Jul-63,25-Nov-99,Mariela,I,Doxbeck,Mariela,US,F,S
732705,US,US,19-Jun-55,28-Nov-81,Leone,D,Grein,Leone,US,F,D
668220,US,US,17-Jun-67,23-Jun-88,Sunny,Q,Mcguff,Sunny,US,F,M
406137,US,US,19-Dec-56,2-Mar-90,Monica,A,Ritzer,Monica,US,F,D
651582,US,US,6-Jul-58,31-Dec-96,Georgiana,E,Durning,Georgiana,US,F,M
665913,US,NP,30-Apr-65,27-Mar-02,Lovie,Q,Amendola,Lovie,US,F,S
472192,US,US,9-Jun-77,31-Oct-98,Phyllis,N,Cardy,Phyllis,US,F,D
767319,US,US,1-Apr-51,10-Feb-89,Delia,S,Jasmann,Delia,US,F,D
933298,US,US,6-Feb-57,30-Aug-93,Maxima,U,Gawrys,Maxima,US,F,S
444202,US,US,21-Jan-52,28-Mar-92,Cathleen,O,Bartz,Cathleen,US,F,D
167912,US,US,5-Jan-58,1-Jun-93,Jaclyn,F,Strole,Jaclyn,US,F,D
947711,US,US,30-Jan-52,16-Oct-88,Nyla,C,Kahele,Nyla,US,F,S
674635,US,US,8-Sep-54,14-Aug-80,Elijah,B,Valletta,Elijah,US,M,M
893276,US,US,23-Sep-66,20-Dec-81,Denise,I,Lecaros,Denise,US,F,D
923151,US,US,5-Jun-70,30-Apr-05,Chrystal,P,Juarez,Chrystal,US,F,D
861932,US,US,29-Dec-51,5-Dec-84,Ligia,W,Lacourse,Ligia,US,F,D
951234,US,US,26-Jan-67,4-Jun-09,Cherilyn,M,Siskind,Cherilyn,US,F,S
375563,US,US,15-Oct-72,20-Nov-88,Marylynn,S,Turli,Marylynn,US,F,S
616111,US,US,15-Sep-75,30-Jul-03,Fredericka,F,Stovel,Fredericka,US,F,M
812402,US,US,11-May-77,26-Nov-08,Cleo,I,Penley,Cleo,US,F,M
303831,US,US,1-Mar-50,11-Jan-82,Jaqueline,L,Chalita,Jaqueline,US,F,S
322978,US,US,29-Aug-50,3-Nov-07,Stacie,S,Oehrlein,Stacie,US,F,S
624418,US,US,14-Jul-64,7-Mar-05,Mitchell,W,Suehs,Mitchell,US,M,S
678251,US,US,5-Dec-63,28-Feb-07,Ivory,W,Kopel,Ivory,US,M,M
845558,US,US,2-Apr-76,6-Nov-85,Julio,T,Presnall,Julio,US,M,S
596733,US,US,4-Aug-75,10-Apr-06,Verna,Q,Melley,Verna,US,F,M
619194,US,US,14-Jul-75,8-Dec-08,Michel,P,Floer,Michel,US,F,S
367634,US,US,12-Feb-78,20-Feb-93,Dorethea,T,Varron,Dorethea,US,F,D
612408,US,US,26-Apr-68,20-Jul-91,Hildegard,G,Canestro,Hildegard,US,F,S
444491,US,US,4-Nov-64,2-Apr-86,Grazyna,T,Troiani,Grazyna,US,F,S
383100,US,US,3-Jun-72,26-Feb-00,Roselyn,W,Foste,Roselyn,US,F,D
408368,US,US,26-Mar-77,18-Sep-03,Crissy,W,Rathfon,Crissy,US,F,M
602786,US,US,28-Jun-74,17-Aug-05,Tabatha,M,Kamm,Tabatha,US,F,D
571695,US,US,3-Jun-72,9-Nov-92,Lonnie,D,Blanke,Lonnie,US,M,S
204482,US,US,8-Apr-76,4-Aug-02,Gracia,Q,Quezada,Gracia,US,F,S
293167,US,US,10-May-75,21-Jun-02,Eldora,U,Corsa,Eldora,US,F,D
121866,US,US,20-Apr-53,1-Aug-06,Granville,T,Corbit,Granville,US,M,M
533273,US,US,28-Oct-60,21-Jun-83,Toccara,Z,Shrode,Toccara,US,F,S
517066,US,US,15-Feb-61,12-Aug-81,Cheryll,B,Legaard,Cheryll,US,F,S
262044,US,US,15-Jan-67,7-Feb-83,Desire,R,Brailsford,Desire,US,F,D
750057,US,US,6-Oct-60,12-Jun-98,Cecille,J,Mcnealey,Cecille,US,F,D
667430,US,US,4-Nov-68,7-Jul-05,Cheryll,W,Eckel,Cheryll,US,F,S
346373,US,US,13-Sep-54,28-Nov-84,Hisako,L,Dils,Hisako,US,F,D
777969,US,US,2-Sep-52,26-Jan-03,Brett,J,Tinelli,Brett,US,F,M
920932,US,US,27-Oct-75,16-Jul-08,Reva,D,Pietschman,Reva,US,F,D
882396,US,US,7-Sep-54,3-Mar-09,Jean,C,Kofron,Jean,US,F,S
938844,US,US,21-Jun-77,12-Aug-86,Selina,H,Constantin,Selina,US,F,M
737545,US,US,1-Mar-67,10-Nov-94,Concepcion,Z,Thaman,Concepcion,US,F,M
895171,US,US,16-Apr-57,26-Apr-06,Grayce,F,Redmann,Grayce,US,F,M
838689,US,US,24-Sep-54,20-Sep-87,Lenny,U,Manney,Lenny,US,M,M
990673,US,US,15-Jul-75,4-Dec-98,Iva,W,Rubendall,Iva,US,F,S
138437,US,US,27-Feb-70,29-Sep-00,Letitia,W,Klepac,Letitia,US,F,M
133952,US,SE,26-Oct-70,15-Sep-87,Gertrud,O,Hawelu,Gertrud,SE,F,S
638359,US,US,31-Aug-58,14-Feb-85,Pearle,X,Mehall,Pearle,US,F,D
779649,US,US,23-Aug-51,3-Dec-09,Krystle,M,Mcquade,Krystle,US,F,S
331020,US,US,11-Jul-51,25-May-80,Toya,N,Wildeboer,Toya,US,F,S
982665,US,US,15-Dec-79,25-Nov-00,Quincy,O,Koogler,Quincy,US,M,S
734845,US,US,19-Jun-75,21-Jan-89,Ralph,O,Bijan,Ralph,US,M,S
578624,US,US,6-Jan-70,12-Apr-81,Susie,G,Kaboos,Susie,US,F,S
141264,US,SE,31-Mar-78,14-Feb-82,Brady,J,Ear,Brady,SE,M,D
806948,US,US,13-Oct-50,2-Mar-80,Renetta,X,Ras,Renetta,US,F,M
693999,US,US,18-Feb-62,30-Apr-00,Maude,I,Stackpole,Maude,US,F,S
802983,US,US,4-Mar-71,25-Mar-02,Angelena,S,Gaud,Angelena,US,F,S
282637,US,US,20-Oct-68,25-Jun-83,Rosella,W,Lepp,Rosella,US,F,S
810065,US,US,16-Apr-77,8-Jul-90,Antonette,P,Baxtor,Antonette,US,F,S
354205,US,US,30-Sep-67,23-Jul-07,Nestor,O,Klepfer,Nestor,US,M,S
635470,US,ER,4-Feb-69,9-Jun-83,Danica,Q,Bininger,Danica,ER,F,S
294701,US,US,1-Feb-78,27-Aug-87,Lianne,P,Coppedge,Lianne,US,F,S
770290,US,US,16-May-56,31-Aug-84,Judith,B,Tibbert,Judith,US,F,S
668997,US,US,20-Mar-63,16-Dec-89,Margo,M,Stathis,Margo,US,F,D
945946,US,US,16-Dec-58,13-Apr-83,Nakia,N,Panaro,Nakia,US,F,M
946538,US,US,11-Apr-67,6-Oct-88,Stormy,N,Mccort,Stormy,US,F,S
643914,US,US,10-Nov-72,2-Jun-85,Kaila,M,Duchaine,Kaila,US,F,S
596420,US,US,16-Oct-65,13-Mar-84,Romaine,I,Thibodeau,Romaine,US,F,D
903490,US,US,24-Mar-61,29-Aug-05,Shelton,Y,Sanantonio,Shelton,US,M,M
833434,US,US,25-Jul-57,5-Feb-91,Willette,T,Derden,Willette,US,F,M
106497,US,US,18-Dec-68,14-Jul-86,Aaron,P,Klockars,Aaron,US,M,S
418145,US,US,16-Aug-73,1-Jul-85,Donnetta,Z,Damphousse,Donnetta,US,F,M
572117,US,US,2-Jan-67,23-Feb-85,Concha,T,Talmadge,Concha,US,F,M
182649,US,US,21-Mar-73,2-Sep-00,Angella,J,Nemith,Angella,US,F,S
565708,US,US,21-Jul-67,3-Oct-01,Dominica,J,Hrna,Dominica,US,F,S
876478,US,US,3-Sep-56,3-Jun-97,Temple,T,Zari,Temple,US,F,M
951606,US,US,21-Aug-71,22-Oct-06,Annika,P,Krasner,Annika,US,F,S
626210,US,US,19-Aug-72,2-Aug-91,Donya,V,Gonnerman,Donya,US,F,M
898273,US,US,21-May-61,19-Jun-89,Millicent,Y,Renee,Millicent,US,F,M
341733,US,US,21-Aug-76,17-Apr-98,Sharri,W,Madlem,Sharri,US,F,M
914208,US,US,7-Apr-52,5-Oct-09,Arminda,Y,Liebskind,Arminda,US,F,D
837625,US,US,7-Sep-70,1-Sep-01,Haydee,G,Lutwin,Haydee,US,F,M
898637,US,NP,23-Oct-70,10-Feb-95,Colette,H,Renburg,Colette,NP,F,D
941106,US,US,14-Mar-67,3-Feb-87,Lurline,F,Koetter,Lurline,US,F,M
434850,US,US,25-Mar-58,18-Sep-02,Kristofer,Y,Redmann,Kristofer,US,M,S
591567,US,US,9-Feb-68,19-Dec-90,Claud,M,Ogeen,Claud,US,M,S
603495,US,US,19-Jul-69,18-Jun-99,Lizzie,W,Bogucki,Lizzie,US,F,S
310420,US,US,1-Nov-51,15-Jul-03,Simonne,G,Toste,Simonne,US,F,D
976474,US,US,30-Aug-62,14-May-92,Nadene,H,Drinkwater,Nadene,US,F,S
476425,US,US,20-Feb-76,19-Jan-82,Yahaira,I,Mccowin,Yahaira,US,F,S
266220,US,US,22-Jan-68,17-Apr-03,Gregoria,N,Hobock,Gregoria,US,F,D
859735,US,US,2-Sep-64,14-May-95,Isidro,Y,Szesterniak,Isidro,US,M,S
721145,US,US,30-Mar-67,2-Jun-94,Augusta,A,Curdy,Augusta,US,F,S
770978,US,US,14-May-68,10-Jul-06,Frankie,I,Harralson,Frankie,US,F,S
239650,US,US,13-Jan-67,24-Nov-83,Rhonda,W,Rynearson,Rhonda,US,F,S
735734,US,US,28-Feb-70,9-Oct-95,Michale,T,Aliff,Michale,US,M,D
449135,US,US,30-Jul-51,11-Oct-86,Kathryne,I,Quain,Kathryne,US,F,D
375284,US,US,17-Sep-76,28-May-80,Elaina,T,Karnofski,Elaina,US,F,S
250719,US,US,16-Aug-79,1-Nov-81,Myrle,U,Manfredi,Myrle,US,F,S
317844,US,US,28-Apr-66,19-Sep-09,Towanda,J,Reay,Towanda,US,F,M
909226,US,US,6-Nov-58,9-Apr-83,George,D,Cerasoli,George,US,M,S
513795,US,US,20-Jul-59,13-Oct-88,Marguerite,W,Wojtowich,Marguerite,US,F,D
535080,US,US,10-Feb-67,23-Jul-00,Mertie,A,Schlussel,Mertie,US,F,D
558916,US,US,15-Sep-74,30-May-96,Faye,D,Adkin,Faye,US,F,S
209375,US,US,16-Apr-60,25-Jun-09,Theron,Y,Drehobl,Theron,US,M,D
975160,US,US,9-Jan-63,31-Jul-92,Vernita,W,Baquet,Vernita,US,F,S
587603,US,US,1-Oct-73,13-Sep-91,Haywood,E,Sikel,Haywood,US,M,S
578449,US,US,13-Jun-74,6-Jun-97,Emmanuel,R,Gibbson,Emmanuel,US,M,M
720873,US,CR,28-Mar-66,10-Mar-07,Noriko,Y,Picard,Noriko,CR,F,M
661028,US,US,12-Jan-61,23-May-96,Loria,K,Kovalsky,Loria,US,F,M
473307,US,US,11-Sep-52,23-Feb-87,Ulysses,X,Weideman,Ulysses,US,M,S
683453,US,US,28-Aug-61,5-Feb-84,Nickie,H,Twellman,Nickie,US,F,D
527938,US,US,30-Dec-51,10-Jan-07,Anastasia,E,Bekker,Anastasia,US,F,M
358221,US,US,14-May-63,8-Feb-95,Abbey,L,Odonal,Abbey,US,F,M
278303,US,US,4-Jan-76,23-Apr-05,Catherina,T,Bamburg,Catherina,US,F,M
123852,US,US,5-Oct-72,29-Jan-08,Gudrun,C,Neuhaus,Gudrun,US,F,S
637889,US,US,1-Feb-72,22-Oct-09,Milda,G,Walka,Milda,US,F,S
461240,US,US,24-Dec-74,16-Aug-06,Brittaney,K,Cantatore,Brittaney,US,F,S
825815,US,US,2-Dec-62,10-Dec-08,Jeannette,Y,Amsberry,Jeannette,US,F,S
801073,US,US,31-Dec-52,31-May-07,Susy,F,Slaughenhoupt,Susy,US,F,D
549100,US,US,6-Feb-55,16-Jun-93,Myrta,S,Stuebe,Myrta,US,F,D
379622,US,US,21-Sep-63,17-Dec-82,Eliana,T,Bettendorf,Eliana,US,F,S
407689,US,US,7-Aug-79,24-Apr-85,Jeraldine,V,Doles,Jeraldine,US,F,D
560836,US,ER,27-Dec-72,4-Nov-93,Angelika,D,Asselta,Angelika,ER,F,S
716701,US,US,23-Mar-67,28-Jan-09,Shelba,I,Ghosten,Shelba,US,F,S
951136,US,US,17-Jun-63,15-Apr-09,Carola,P,Freitas,Carola,US,F,M
800986,US,US,8-Aug-73,12-Dec-07,Zana,D,Wiederholt,Zana,US,F,M
915752,US,US,21-Apr-79,7-Aug-02,Cassondra,G,Josey,Cassondra,US,F,S
682782,US,US,14-Feb-67,12-Jul-86,Pat,D,Languirand,Pat,US,M,S
617699,US,US,5-Oct-65,20-Jun-94,Dierdre,V,Kossakowski,Dierdre,US,F,S
933741,US,US,28-Oct-59,11-May-94,Danita,X,Groulx,Danita,US,F,S
115082,US,US,15-Sep-58,17-Dec-91,Particia,P,Flaharty,Particia,US,F,S
701133,US,US,22-May-71,22-Mar-04,Rivka,O,Basista,Rivka,US,F,S
844910,US,US,18-Jan-50,8-Jan-93,Libby,Y,Werderman,Libby,US,F,S
469689,US,US,5-Feb-66,16-Apr-87,Maude,N,Hight,Maude,US,F,M
156014,US,US,13-Feb-62,28-May-01,Meri,I,Ramson,Meri,US,F,S
319549,US,US,10-Sep-64,21-Aug-87,Rubie,M,Bichsel,Rubie,US,F,D
778291,US,US,14-Aug-65,17-Nov-81,Lillian,K,Sammarco,Lillian,US,F,M
972119,US,US,4-Oct-55,24-Oct-97,Gretta,M,Pacleb,Gretta,US,F,M
701886,US,US,26-Aug-61,29-May-87,Sarah,D,Mclamore,Sarah,US,F,S
965939,US,US,13-Mar-79,19-Feb-86,Agripina,O,Liford,Agripina,US,F,D
631352,US,US,27-Nov-65,15-Mar-85,Shenna,M,Magner,Shenna,US,F,S
597418,US,US,30-Dec-53,28-Feb-00,Venessa,Z,Oelschlager,Venessa,US,F,S
833940,US,US,7-Dec-79,8-Mar-87,Delpha,N,Yahna,Delpha,US,F,S
869545,US,US,26-Aug-55,17-Sep-04,Tamela,K,Branstetter,Tamela,US,F,S
801471,US,US,7-Dec-78,6-Sep-01,Alysa,S,Mcmicheal,Alysa,US,F,M
511855,US,US,26-Nov-78,30-Oct-89,Betty,X,Leahman,Betty,US,F,S
299037,US,US,12-Feb-69,21-Mar-03,Stacy,C,Esau,Stacy,US,M,M
179517,US,US,3-Nov-67,5-Sep-94,Jodi,Y,Samland,Jodi,US,F,D
340592,US,US,9-Oct-71,13-Sep-09,Billye,Q,Verjan,Billye,US,F,M
841306,US,US,3-May-75,17-May-94,Marge,N,Stidam,Marge,US,F,S
908767,US,US,13-Oct-51,29-Dec-98,Cecille,B,Reynero,Cecille,US,F,M
223276,US,US,9-Jun-53,29-Jul-02,Pete,D,Bowen,Pete,US,M,D
747339,US,US,2-Jul-74,19-Jun-90,Leila,J,Dubrey,Leila,US,F,S
201154,US,US,26-May-57,29-Oct-97,Ling,C,Sorber,Ling,US,F,S
544841,US,US,14-Jan-52,30-May-88,Dianna,E,Amdahl,Dianna,US,F,D
485415,US,US,4-May-64,1-Dec-03,William,X,Aerts,William,US,M,M
214256,US,PE,17-Dec-52,1-Nov-04,Herschel,X,Carine,Herschel,PE,M,S
456661,US,US,21-Mar-52,4-Apr-84,Meryl,U,Ouimette,Meryl,US,F,D
393583,US,US,16-Feb-77,27-Feb-84,Sharlene,C,Soga,Sharlene,US,F,M
200915,US,US,14-Jan-67,27-Dec-01,Jude,C,Spearow,Jude,US,F,M
682275,US,US,4-Jul-75,6-Nov-06,Cira,S,Wooten,Cira,US,F,S
753379,US,US,21-Jun-54,3-Dec-84,Natalie,B,Scullin,Natalie,US,F,S
476895,US,US,9-Jun-58,22-Nov-90,Samara,Z,Candela,Samara,US,F,D
771170,US,US,4-Dec-60,9-May-81,Willia,Y,Mcewan,Willia,US,F,S
446281,US,ER,9-Apr-77,25-Apr-96,Kim,J,Stirman,Kim,US,F,M
749959,US,US,22-Sep-53,10-Apr-00,Shon,L,Soohoo,Shon,US,M,D
572575,US,US,1-Mar-71,16-Oct-06,Sueann,Y,Pullins,Sueann,US,F,S
929268,US,US,12-Oct-56,28-Apr-93,Gennie,D,Brandeis,Gennie,US,F,M
496907,US,US,10-Jun-68,5-Mar-03,Tanner,Q,Hirschman,Tanner,US,M,D
977188,US,US,30-Nov-60,8-Nov-04,Crystle,P,Tiblier,Crystle,US,F,M
682196,US,US,26-Aug-63,25-Sep-86,Aurore,T,Troge,Aurore,US,F,S
189114,US,US,14-Dec-60,25-Nov-04,Krysta,X,Lucke,Krysta,US,F,M
823352,US,US,12-Sep-71,1-May-85,Lucina,E,Frilot,Lucina,US,F,S
960738,US,US,29-Jul-79,2-May-01,Leoma,D,Tropiano,Leoma,US,F,S
518927,US,US,22-Oct-65,22-Jan-91,Dominic,O,Mcgrady,Dominic,US,M,M
465175,US,US,5-Jun-64,8-Jan-06,Christel,A,Ferniza,Christel,US,F,S
554689,US,US,10-Apr-56,20-Aug-84,Emery,Z,Yannucci,Emery,US,M,M
930387,US,US,20-Jul-56,23-Aug-96,Lela,X,Woge,Lela,US,F,S
740122,US,US,19-Mar-64,20-Nov-91,Lelah,B,Rusteika,Lelah,US,F,D
893101,US,US,21-Sep-73,30-Jul-80,Zelma,H,Troyer,Zelma,US,F,S
805381,US,US,15-Oct-54,31-Mar-91,Janella,Z,Hokama,Janella,US,F,S
395343,US,US,18-May-79,9-Jan-07,Willena,I,Mcmakin,Willena,US,F,M
261163,US,US,12-Aug-75,12-May-05,Clark,D,Cantley,Clark,US,M,M
210756,US,US,16-Apr-69,29-May-08,Jen,Z,Errington,Jen,US,F,S
508912,US,US,28-Feb-73,15-Jun-09,Randal,F,Marriott,Randal,US,M,S
467991,US,US,5-Feb-69,29-Mar-04,Talisha,F,Nicodemus,Talisha,US,F,S
899026,US,US,5-Oct-79,28-Apr-05,Roderick,Y,Novickis,Roderick,US,M,M
135003,US,US,12-Jan-77,17-Sep-91,Nydia,U,Speck,Nydia,US,F,S
958691,US,US,22-Sep-76,30-Jul-97,Rosie,T,Vanzyl,Rosie,US,F,D
305645,US,NP,28-Aug-69,4-Aug-82,Rosana,N,Bundschuh,Rosana,US,F,D
110303,US,US,16-Mar-59,20-Jul-91,Yolande,R,Brunot,Yolande,US,F,M
230134,US,US,29-Aug-62,19-Feb-90,Vinnie,D,Burkley,Vinnie,US,F,M
785245,US,US,12-Aug-62,17-Jul-07,Lanelle,V,Lazott,Lanelle,US,F,M
814902,US,US,6-Apr-72,30-Aug-02,Lavenia,R,Vodopich,Lavenia,US,F,S
908221,US,US,21-Aug-55,8-Apr-02,Sammie,X,Aufiero,Sammie,US,F,M
361047,US,US,13-Dec-71,16-Feb-03,Madaline,H,Petermann,Madaline,US,F,M
997551,US,US,29-Aug-75,24-Nov-80,Sheldon,Z,Geroge,Sheldon,US,M,M
